,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
295,899,2021-07-03 07:43:49+00:00,2021-07-06 12:56:08+00:00,0,[],0,CONTRIBUTOR,0.0,Modify path to IBC protocol repository,https://api.github.com/repos/cosmos/gaia/issues/899
296,898,2021-06-30 03:46:05+00:00,2021-07-06 06:21:11+00:00,0,[],0,NONE,6.0,Update to 5.0.0 process crash,https://api.github.com/repos/cosmos/gaia/issues/898
297,897,2021-06-28 19:39:03+00:00,2021-07-06 12:56:28+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump prismjs from 1.23.0 to 1.24.0 in /docs,https://api.github.com/repos/cosmos/gaia/issues/897
298,896,2021-06-28 14:13:34+00:00,2021-06-28 14:13:40+00:00,0,[],0,CONTRIBUTOR,0.0,Update changelog (#895),https://api.github.com/repos/cosmos/gaia/issues/896
299,895,2021-06-28 14:11:15+00:00,2021-06-28 14:11:31+00:00,0,[],0,CONTRIBUTOR,0.0,Update changelog,https://api.github.com/repos/cosmos/gaia/issues/895
300,894,2021-06-28 13:54:37+00:00,2021-06-28 14:06:00+00:00,0,[],0,CONTRIBUTOR,1.0,Cherrypick dex v5 go.sum,https://api.github.com/repos/cosmos/gaia/issues/894
301,893,2021-06-28 13:47:52+00:00,2021-06-28 13:48:01+00:00,0,[],0,CONTRIBUTOR,0.0,Update go.sum,https://api.github.com/repos/cosmos/gaia/issues/893
302,892,2021-06-27 11:10:33+00:00,2021-06-28 13:42:28+00:00,0,['sim'],0,CONTRIBUTOR,1.0,Update gaia module version to v5,https://api.github.com/repos/cosmos/gaia/issues/892
303,891,2021-06-26 01:47:15+00:00,2021-06-27 11:09:49+00:00,0,[],0,MEMBER,1.0,"Bump sdk, tendermint version of liquidity module",https://api.github.com/repos/cosmos/gaia/issues/891
304,890,2021-06-25 15:45:22+00:00,2021-06-28 14:14:45+00:00,0,['sim'],0,CONTRIBUTOR,1.0,Bump gaia to v5 in preparation for DEX,https://api.github.com/repos/cosmos/gaia/issues/890
305,889,2021-06-25 15:25:06+00:00,2021-06-25 15:36:12+00:00,0,[],0,CONTRIBUTOR,1.0,Bump sdk and tendermint deps,https://api.github.com/repos/cosmos/gaia/issues/889
306,888,2021-06-25 15:14:15+00:00,2021-06-25 15:15:14+00:00,0,[],0,CONTRIBUTOR,0.0,Disable test-liveness sim,https://api.github.com/repos/cosmos/gaia/issues/888
307,886,2021-06-25 15:05:33+00:00,2021-09-30 18:18:45+00:00,0,"['good first issue', 'devops']",0,CONTRIBUTOR,0.0,Find a way to re-enable test-liveness sim,https://api.github.com/repos/cosmos/gaia/issues/886
308,885,2021-06-25 15:04:05+00:00,2021-06-25 15:15:14+00:00,0,[],0,CONTRIBUTOR,0.0,Disable test-liveness sim,https://api.github.com/repos/cosmos/gaia/issues/885
309,884,2021-06-23 19:47:38+00:00,2021-06-25 15:10:22+00:00,0,[],0,MEMBER,1.0,Fix for `keys parse` bug,https://api.github.com/repos/cosmos/gaia/issues/884
310,1037,2021-06-18 17:11:57+00:00,2022-01-03 00:49:19+00:00,0,"['docs', 'stale', 'governance']",0,MEMBER,1.0,Add documentation on using cosmosvisor for governance,https://api.github.com/repos/cosmos/gaia/issues/1037
311,883,2021-06-16 18:45:42+00:00,2021-06-25 15:06:25+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump postcss from 7.0.35 to 7.0.36 in /docs,https://api.github.com/repos/cosmos/gaia/issues/883
312,882,2021-06-16 13:13:43+00:00,2021-06-16 13:13:56+00:00,0,[],0,CONTRIBUTOR,0.0,Update Port City article link,https://api.github.com/repos/cosmos/gaia/issues/882
313,881,2021-06-15 19:52:30+00:00,2021-06-15 19:56:34+00:00,0,[],0,CONTRIBUTOR,0.0,Cosmos Hub Roadmap 2.0,https://api.github.com/repos/cosmos/gaia/issues/881
314,880,2021-06-14 19:46:48+00:00,2021-06-14 19:46:57+00:00,0,[],0,CONTRIBUTOR,0.0,Add roadmap placeholder,https://api.github.com/repos/cosmos/gaia/issues/880
315,879,2021-06-14 10:55:15+00:00,2021-12-02 11:34:16+00:00,1,"['good first issue', 'CLI']",0,MEMBER,4.0,Update testnet command,https://api.github.com/repos/cosmos/gaia/issues/879
316,878,2021-06-11 16:52:23+00:00,2021-06-25 15:07:15+00:00,0,[],0,MEMBER,1.0,Fix minor typos in contributing guidelines,https://api.github.com/repos/cosmos/gaia/issues/878
317,877,2021-06-10 14:10:12+00:00,2021-06-11 13:26:17+00:00,0,[],0,CONTRIBUTOR,0.0,Adding Yaru to codeowners,https://api.github.com/repos/cosmos/gaia/issues/877
318,876,2021-06-10 12:23:26+00:00,2021-12-13 21:37:31+00:00,0,['more-info-needed'],0,NONE,3.0,peer to peer connection,https://api.github.com/repos/cosmos/gaia/issues/876
319,875,2021-06-10 10:09:23+00:00,2021-10-13 11:08:26+00:00,1,"['good first issue', 'code-hygiene']",0,MEMBER,2.0,update import alias from types -> genutil types,https://api.github.com/repos/cosmos/gaia/issues/875
320,874,2021-06-09 05:22:54+00:00,2021-12-14 09:41:13+00:00,0,['general questions'],0,NONE,2.0,Lock account in cosmos,https://api.github.com/repos/cosmos/gaia/issues/874
321,873,2021-06-08 14:15:17+00:00,2021-07-30 13:00:04+00:00,0,[],0,NONE,10.0,Synching speed is too slow,https://api.github.com/repos/cosmos/gaia/issues/873
322,872,2021-06-05 19:18:45+00:00,2021-06-25 15:06:25+00:00,0,['dependencies'],0,CONTRIBUTOR,1.0,Bump ws from 6.2.1 to 6.2.2 in /docs,https://api.github.com/repos/cosmos/gaia/issues/872
323,871,2021-06-04 15:49:48+00:00,2021-08-10 11:46:13+00:00,0,[],0,NONE,0.0,Add version: v1beta1 to buf.yaml,https://api.github.com/repos/cosmos/gaia/issues/871
324,869,2021-06-01 09:43:02+00:00,2021-08-25 22:17:07+00:00,0,"['help wanted', 'R4R', 'docs', 'pinned', 'roadmap']",0,MEMBER,1.0,Create interchain security lightpaper DRAFT,https://api.github.com/repos/cosmos/gaia/issues/869
325,868,2021-06-01 02:43:22+00:00,2021-06-01 12:36:01+00:00,0,['sim'],0,CONTRIBUTOR,1.0,fix: update simapp to use correct default broadcast mode,https://api.github.com/repos/cosmos/gaia/issues/868
326,867,2021-06-01 02:28:23+00:00,2021-06-01 12:36:14+00:00,0,[],0,CONTRIBUTOR,0.0,Updating min-self-delegation to uatom denomination,https://api.github.com/repos/cosmos/gaia/issues/867
327,866,2021-05-28 15:49:27+00:00,2021-12-14 09:40:39+00:00,0,[],0,CONTRIBUTOR,1.0,Create dependabot config file,https://api.github.com/repos/cosmos/gaia/issues/866
328,865,2021-05-28 14:45:27+00:00,2022-01-03 00:49:21+00:00,0,['stale'],0,CONTRIBUTOR,1.0,Add new fee configs for validators in upgrade instructions,https://api.github.com/repos/cosmos/gaia/issues/865
329,864,2021-05-28 10:37:02+00:00,2021-05-28 15:50:36+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump dns-packet from 1.3.1 to 1.3.4 in /docs,https://api.github.com/repos/cosmos/gaia/issues/864
330,863,2021-05-26 00:05:03+00:00,2021-05-28 15:50:49+00:00,0,['dependencies'],0,CONTRIBUTOR,2.0,Bump browserslist from 4.16.4 to 4.16.6 in /docs,https://api.github.com/repos/cosmos/gaia/issues/863
331,862,2021-05-25 12:18:37+00:00,2021-08-02 19:58:01+00:00,0,[],0,CONTRIBUTOR,1.0,Release a Gaia 4.2.2,https://api.github.com/repos/cosmos/gaia/issues/862
332,861,2021-05-21 15:25:53+00:00,2021-05-21 17:38:13+00:00,0,"['tests', 'automerge']",0,CONTRIBUTOR,0.0,develop simple tooling for local testnets without virtualization,https://api.github.com/repos/cosmos/gaia/issues/861
333,860,2021-05-21 01:18:57+00:00,2021-05-21 17:38:13+00:00,0,[],0,CONTRIBUTOR,0.0,Develop simple tooling for local testnets without virtualization,https://api.github.com/repos/cosmos/gaia/issues/860
334,859,2021-05-20 17:15:25+00:00,2021-06-25 14:56:34+00:00,0,[],0,MEMBER,15.0,Add liquidity module to gaia,https://api.github.com/repos/cosmos/gaia/issues/859
335,858,2021-05-20 16:56:13+00:00,2021-06-25 14:56:34+00:00,0,[],0,MEMBER,0.0,Add Liquidity module ,https://api.github.com/repos/cosmos/gaia/issues/858
336,857,2021-05-19 12:10:32+00:00,2021-07-02 12:55:55+00:00,0,['stale'],0,CONTRIBUTOR,3.0,Instagaia Docker Container,https://api.github.com/repos/cosmos/gaia/issues/857
337,855,2021-05-11 14:40:11+00:00,2021-05-11 15:37:02+00:00,0,[],0,CONTRIBUTOR,1.0,Increment gaia version to v5,https://api.github.com/repos/cosmos/gaia/issues/855
338,854,2021-05-11 14:16:39+00:00,2021-05-11 15:36:51+00:00,0,[],0,CONTRIBUTOR,2.0,cosmoshub-4.6 module integrations,https://api.github.com/repos/cosmos/gaia/issues/854
339,853,2021-05-11 03:23:24+00:00,2021-05-11 11:50:29+00:00,0,[],0,CONTRIBUTOR,0.0,Removed unnecessary slash in the link,https://api.github.com/repos/cosmos/gaia/issues/853
340,852,2021-05-11 02:19:35+00:00,2021-05-11 14:17:08+00:00,0,[],0,MEMBER,1.0,Fix for the --home flag,https://api.github.com/repos/cosmos/gaia/issues/852
341,851,2021-05-10 16:59:20+00:00,2021-12-13 21:34:21+00:00,0,[],0,NONE,1.0,Add protobuf string to /cosmos/tx/v1beta1/txs/{hash},https://api.github.com/repos/cosmos/gaia/issues/851
342,850,2021-05-07 14:58:16+00:00,2021-05-07 14:58:24+00:00,0,[],0,CONTRIBUTOR,0.0,Removing unused docker action until requirements are defined,https://api.github.com/repos/cosmos/gaia/issues/850
343,849,2021-05-07 13:03:55+00:00,2021-05-07 15:32:18+00:00,0,[],0,CONTRIBUTOR,0.0,Submission and PR guidelines,https://api.github.com/repos/cosmos/gaia/issues/849
344,1041,2021-05-07 10:51:50+00:00,2022-01-04 16:32:21+00:00,1,"['docs', 'governance']",0,MEMBER,3.0,add example commands for how to make a proposal deposit,https://api.github.com/repos/cosmos/gaia/issues/1041
345,848,2021-05-06 08:07:17+00:00,2021-05-06 14:25:14+00:00,0,[],0,NONE,2.0,The problem with the rank page,https://api.github.com/repos/cosmos/gaia/issues/848
346,847,2021-05-04 11:59:31+00:00,2022-01-03 00:49:22+00:00,0,['stale'],0,CONTRIBUTOR,0.0,Enable gaia-specific CLI options,https://api.github.com/repos/cosmos/gaia/issues/847
347,844,2021-04-30 13:46:35+00:00,2021-05-03 14:28:39+00:00,0,[],0,CONTRIBUTOR,0.0,Delete Dockerfile,https://api.github.com/repos/cosmos/gaia/issues/844
348,843,2021-04-30 11:18:03+00:00,2021-05-03 14:28:39+00:00,0,[],0,CONTRIBUTOR,6.0,Gaia's container has permissions issues with itself,https://api.github.com/repos/cosmos/gaia/issues/843
349,842,2021-04-29 15:21:53+00:00,2021-05-04 13:44:51+00:00,0,['dependencies'],0,CONTRIBUTOR,5.0,Upgrade to GitHub-native Dependabot,https://api.github.com/repos/cosmos/gaia/issues/842
350,841,2021-04-29 02:37:15+00:00,2021-04-29 02:37:22+00:00,0,[],0,CONTRIBUTOR,0.0,Remove diff check from github action for long-running sim,https://api.github.com/repos/cosmos/gaia/issues/841
351,840,2021-04-28 19:50:26+00:00,2021-04-28 19:50:38+00:00,0,[],0,CONTRIBUTOR,0.0,Remove file filter for running long-running sim based on label,https://api.github.com/repos/cosmos/gaia/issues/840
352,839,2021-04-28 19:44:59+00:00,2021-04-28 19:46:21+00:00,0,[],0,CONTRIBUTOR,0.0,Change identifier of long-running sim based on label,https://api.github.com/repos/cosmos/gaia/issues/839
353,838,2021-04-28 19:29:29+00:00,2021-04-29 15:04:19+00:00,0,"['build', 'sim']",0,CONTRIBUTOR,3.0,Update gaia build to go1.16,https://api.github.com/repos/cosmos/gaia/issues/838
354,837,2021-04-28 01:23:55+00:00,2021-04-29 02:42:10+00:00,0,[],0,CONTRIBUTOR,0.0,Add compilation prerequisites to docs,https://api.github.com/repos/cosmos/gaia/issues/837
355,836,2021-04-27 22:44:55+00:00,2021-04-29 15:04:18+00:00,0,"['build', 'sim']",0,CONTRIBUTOR,0.0,Update build to use go 1.16,https://api.github.com/repos/cosmos/gaia/issues/836
356,835,2021-04-27 11:27:00+00:00,2021-04-27 14:49:57+00:00,0,[],0,MEMBER,0.0,Changes version in reproducible-builds,https://api.github.com/repos/cosmos/gaia/issues/835
357,834,2021-04-27 01:36:24+00:00,2021-07-06 12:57:20+00:00,0,['sim'],0,CONTRIBUTOR,14.0,Prepare gaia alpha release for cosmoshub-4.6 upgrade,https://api.github.com/repos/cosmos/gaia/issues/834
358,833,2021-04-26 12:34:25+00:00,2021-06-10 05:21:37+00:00,0,[],0,NONE,2.0,Peer node setup,https://api.github.com/repos/cosmos/gaia/issues/833
359,832,2021-04-23 13:16:49+00:00,2021-06-10 05:21:58+00:00,0,[],0,NONE,1.0,Peer node setup,https://api.github.com/repos/cosmos/gaia/issues/832
360,830,2021-04-22 20:47:30+00:00,2022-01-31 16:16:15+00:00,0,[],0,NONE,2.0,"gaiad keys parse does not work, freezes when trying to use",https://api.github.com/repos/cosmos/gaia/issues/830
361,829,2021-04-22 14:24:19+00:00,2021-05-11 15:04:32+00:00,0,[],0,CONTRIBUTOR,1.0,Create branch that imports closest SDK v0.43 branch/tag,https://api.github.com/repos/cosmos/gaia/issues/829
362,828,2021-04-22 14:22:51+00:00,2021-04-22 14:32:41+00:00,0,[],0,CONTRIBUTOR,1.0,Delete branch `master`,https://api.github.com/repos/cosmos/gaia/issues/828
363,827,2021-04-21 10:14:02+00:00,2021-04-21 13:27:30+00:00,0,['docs'],0,MEMBER,0.0,Update README to cosmoshub-4,https://api.github.com/repos/cosmos/gaia/issues/827
364,826,2021-04-21 09:53:51+00:00,2021-04-27 08:22:17+00:00,0,['docs'],0,MEMBER,5.0,Updates Service Provider Guide,https://api.github.com/repos/cosmos/gaia/issues/826
365,825,2021-04-21 09:41:12+00:00,2021-04-21 09:43:59+00:00,0,[],0,MEMBER,0.0,Service provider,https://api.github.com/repos/cosmos/gaia/issues/825
366,824,2021-04-21 09:39:56+00:00,2021-04-27 08:22:17+00:00,0,[],0,MEMBER,0.0,Service Provider documentation is out of date,https://api.github.com/repos/cosmos/gaia/issues/824
367,823,2021-04-20 19:13:36+00:00,2022-01-31 16:27:34+00:00,0,['stale'],0,NONE,1.0,Search TXs request extremely slow if searching by `message.action`,https://api.github.com/repos/cosmos/gaia/issues/823
368,1039,2021-04-15 19:57:49+00:00,2021-12-03 16:43:39+00:00,0,"['docs', 'governance']",0,CONTRIBUTOR,5.0,Create a governance proposal template,https://api.github.com/repos/cosmos/gaia/issues/1039
369,821,2021-04-15 05:47:53+00:00,2021-04-15 17:24:25+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/tendermint/tendermint from 0.34.9 to 0.34.10,https://api.github.com/repos/cosmos/gaia/issues/821
370,820,2021-04-14 21:23:04+00:00,2021-04-15 17:24:40+00:00,0,['automerge'],0,CONTRIBUTOR,1.0,Bump Tendermint version to v0.34.10,https://api.github.com/repos/cosmos/gaia/issues/820
371,818,2021-04-13 14:48:31+00:00,2021-05-04 12:00:11+00:00,0,[],0,CONTRIBUTOR,2.0,Add CLI to enable stdout as default,https://api.github.com/repos/cosmos/gaia/issues/818
372,817,2021-04-13 08:56:24+00:00,2021-05-01 03:31:48+00:00,0,[],0,CONTRIBUTOR,2.0,Disk Write Usage,https://api.github.com/repos/cosmos/gaia/issues/817
373,816,2021-04-13 08:08:52+00:00,2021-04-13 14:39:52+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,0.0,Bump vuepress-theme-cosmos from 1.0.181 to 1.0.182 in /docs,https://api.github.com/repos/cosmos/gaia/issues/816
374,815,2021-04-12 22:57:05+00:00,2021-12-14 09:43:58+00:00,0,[],0,CONTRIBUTOR,1.0,Update migration docs to include block time,https://api.github.com/repos/cosmos/gaia/issues/815
375,814,2021-04-12 22:50:58+00:00,2021-04-12 22:52:09+00:00,0,[],0,CONTRIBUTOR,0.0,Update deploy-testnet.md (#810),https://api.github.com/repos/cosmos/gaia/issues/814
376,813,2021-04-12 21:33:37+00:00,2021-04-15 17:25:29+00:00,0,[],0,CONTRIBUTOR,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/813
377,812,2021-04-12 19:48:46+00:00,2021-05-11 15:05:13+00:00,0,[],0,CONTRIBUTOR,1.0,Consider migrating build to go1.16,https://api.github.com/repos/cosmos/gaia/issues/812
378,810,2021-04-10 11:23:36+00:00,2021-04-12 22:18:13+00:00,0,[],0,MEMBER,2.0,docs: update deploy-testnet.md,https://api.github.com/repos/cosmos/gaia/issues/810
379,809,2021-04-08 23:21:32+00:00,2021-04-09 21:00:27+00:00,0,"['automerge', 'backport/4.2.x']",0,CONTRIBUTOR,0.0,minor doc update,https://api.github.com/repos/cosmos/gaia/issues/809
380,808,2021-04-08 21:39:58+00:00,2021-04-08 21:44:07+00:00,0,[],0,CONTRIBUTOR,1.0,Bump sdk and tendermint dependencies (#807),https://api.github.com/repos/cosmos/gaia/issues/808
381,807,2021-04-08 21:31:05+00:00,2021-04-08 21:37:13+00:00,0,"['automerge', 'backport/4.2.x']",0,CONTRIBUTOR,1.0,Bump sdk and tendermint dependencies,https://api.github.com/repos/cosmos/gaia/issues/807
382,806,2021-04-08 18:21:17+00:00,2021-04-08 21:38:18+00:00,0,[],0,CONTRIBUTOR,0.0,changelog for v4.2.1 (#805),https://api.github.com/repos/cosmos/gaia/issues/806
383,805,2021-04-08 17:09:07+00:00,2021-04-08 18:19:40+00:00,0,['backport/4.2.x'],0,CONTRIBUTOR,0.0,Changelog for v4.2.1,https://api.github.com/repos/cosmos/gaia/issues/805
384,804,2021-04-07 11:42:41+00:00,2021-05-26 09:50:41+00:00,0,[],0,CONTRIBUTOR,2.0,How can I enable REST API in cmd?,https://api.github.com/repos/cosmos/gaia/issues/804
385,803,2021-04-05 16:47:14+00:00,2021-12-13 13:38:48+00:00,0,[],0,NONE,23.0,panics on darwin arm,https://api.github.com/repos/cosmos/gaia/issues/803
386,802,2021-04-01 17:10:09+00:00,2021-04-08 22:01:34+00:00,0,[],0,CONTRIBUTOR,1.0,v4.2.1 tracking issue,https://api.github.com/repos/cosmos/gaia/issues/802
387,800,2021-03-31 14:27:09+00:00,2021-04-13 14:49:33+00:00,0,[],0,NONE,7.0,Set cmd output to stdout,https://api.github.com/repos/cosmos/gaia/issues/800
388,799,2021-03-29 08:46:18+00:00,2021-05-18 07:21:32+00:00,0,[],0,NONE,4.0,can not start,https://api.github.com/repos/cosmos/gaia/issues/799
389,798,2021-03-28 03:04:27+00:00,2021-03-31 13:51:25+00:00,0,[],0,CONTRIBUTOR,1.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/798
390,797,2021-03-26 17:06:05+00:00,2021-12-22 10:16:27+00:00,0,[],0,MEMBER,2.0,Batch signing doesn't work with Ledger,https://api.github.com/repos/cosmos/gaia/issues/797
391,795,2021-03-25 19:58:50+00:00,2021-03-25 20:00:08+00:00,0,[],0,CONTRIBUTOR,0.0,changelog for v4.2.0 (#793),https://api.github.com/repos/cosmos/gaia/issues/795
392,794,2021-03-25 19:55:03+00:00,2021-03-25 19:59:10+00:00,0,['conflicts'],0,CONTRIBUTOR,1.0,changelog for v4.2.0 (bp #793),https://api.github.com/repos/cosmos/gaia/issues/794
393,793,2021-03-25 19:52:22+00:00,2021-03-25 19:52:30+00:00,0,['backport/4.2.x'],0,CONTRIBUTOR,0.0,changelog for v4.2.0,https://api.github.com/repos/cosmos/gaia/issues/793
394,792,2021-03-25 19:49:31+00:00,2021-03-25 19:52:12+00:00,0,[],0,CONTRIBUTOR,0.0,Bump github.com/cosmos/cosmos-sdk from 0.42.2 to 0.42.3 (bp #790),https://api.github.com/repos/cosmos/gaia/issues/792
395,791,2021-03-25 19:33:49+00:00,2021-03-25 19:48:44+00:00,0,['automerge'],0,CONTRIBUTOR,0.0,Update backport label for v4.2.x,https://api.github.com/repos/cosmos/gaia/issues/791
396,790,2021-03-25 05:43:04+00:00,2021-03-25 14:33:19+00:00,0,"['dependencies', 'go', 'backport/4.2.x']",0,CONTRIBUTOR,2.0,Bump github.com/cosmos/cosmos-sdk from 0.42.2 to 0.42.3,https://api.github.com/repos/cosmos/gaia/issues/790
397,789,2021-03-24 21:56:05+00:00,2021-03-25 20:00:52+00:00,0,[],0,CONTRIBUTOR,1.0,cherry pick for v4.2.0,https://api.github.com/repos/cosmos/gaia/issues/789
398,788,2021-03-24 21:36:07+00:00,2021-03-24 21:37:17+00:00,0,['automerge'],0,CONTRIBUTOR,0.0,Add some process around timed releases (bp #786),https://api.github.com/repos/cosmos/gaia/issues/788
399,787,2021-03-23 16:22:45+00:00,2021-04-01 17:09:05+00:00,0,[],0,CONTRIBUTOR,0.0,v4.2.0 tracking issue,https://api.github.com/repos/cosmos/gaia/issues/787
400,786,2021-03-23 15:59:08+00:00,2021-03-24 21:35:39+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,0.0,Add some process around timed releases,https://api.github.com/repos/cosmos/gaia/issues/786
401,785,2021-03-23 11:11:59+00:00,2021-03-23 15:59:34+00:00,0,"['dependencies', 'javascript']",0,CONTRIBUTOR,0.0,Bump vuepress-theme-cosmos from 1.0.180 to 1.0.181 in /docs,https://api.github.com/repos/cosmos/gaia/issues/785
402,784,2021-03-22 13:21:45+00:00,2021-03-22 13:22:35+00:00,0,[],0,CONTRIBUTOR,0.0,changelog for v4.1.2 release (bp #783),https://api.github.com/repos/cosmos/gaia/issues/784
403,783,2021-03-22 12:52:24+00:00,2021-03-22 13:21:19+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,0.0,changelog for v4.1.2 release,https://api.github.com/repos/cosmos/gaia/issues/783
404,782,2021-03-22 12:26:30+00:00,2021-03-22 12:36:41+00:00,0,['conflicts'],0,CONTRIBUTOR,1.0,removing deps that are no longer needed (bp #781),https://api.github.com/repos/cosmos/gaia/issues/782
405,781,2021-03-22 12:16:46+00:00,2021-03-22 12:26:16+00:00,0,"['automerge', 'backport/4.1.x', 'sim']",0,CONTRIBUTOR,1.0,removing deps that are no longer needed,https://api.github.com/repos/cosmos/gaia/issues/781
406,780,2021-03-19 21:16:46+00:00,2021-12-14 09:46:06+00:00,0,[],0,CONTRIBUTOR,1.0,Make cosmoshub-5 branch up to date,https://api.github.com/repos/cosmos/gaia/issues/780
407,779,2021-03-19 17:54:50+00:00,2021-03-19 19:15:01+00:00,0,['sim'],0,CONTRIBUTOR,1.0,Test sim label - this PR is NOT for merging,https://api.github.com/repos/cosmos/gaia/issues/779
408,778,2021-03-19 17:07:12+00:00,2021-03-19 17:11:14+00:00,0,['automerge'],0,CONTRIBUTOR,0.0,Adding `sim` label for PRs to run long-running non-determinism sim (#…,https://api.github.com/repos/cosmos/gaia/issues/778
409,777,2021-03-19 16:34:23+00:00,2021-03-19 16:35:19+00:00,0,[],0,CONTRIBUTOR,0.0,Add security process condition (bp #769),https://api.github.com/repos/cosmos/gaia/issues/777
410,776,2021-03-19 16:34:07+00:00,2021-03-19 16:45:56+00:00,0,['automerge'],0,CONTRIBUTOR,1.0,Bump github.com/cosmos/cosmos-sdk from 0.42.0 to 0.42.1 (bp #758),https://api.github.com/repos/cosmos/gaia/issues/776
411,775,2021-03-19 16:31:02+00:00,2021-03-19 16:55:01+00:00,0,"['automerge', 'conflicts']",0,CONTRIBUTOR,6.0,Bump github.com/ethereum/go-ethereum from 1.9.25 to 1.10.1 (bp #740),https://api.github.com/repos/cosmos/gaia/issues/775
412,774,2021-03-19 16:27:28+00:00,2021-03-19 16:55:41+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,0.0,Adding `sim` label for PRs to run long-running non-determinism sim,https://api.github.com/repos/cosmos/gaia/issues/774
413,773,2021-03-19 16:17:42+00:00,2021-03-19 17:02:16+00:00,0,['sim'],0,CONTRIBUTOR,2.0,Bump Cosmos SDK to v0.42.2 (bp #771),https://api.github.com/repos/cosmos/gaia/issues/773
414,772,2021-03-19 15:44:57+00:00,2021-03-19 16:09:05+00:00,0,['automerge'],0,CONTRIBUTOR,0.0,Remove v4.0.x branch backport rule,https://api.github.com/repos/cosmos/gaia/issues/772
415,771,2021-03-19 15:40:51+00:00,2021-03-19 16:17:31+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,1.0,Bump Cosmos SDK to v0.42.2,https://api.github.com/repos/cosmos/gaia/issues/771
416,770,2021-03-19 15:18:02+00:00,2021-03-19 17:38:27+00:00,0,[],0,CONTRIBUTOR,0.0,v4.1.1 tracking issue,https://api.github.com/repos/cosmos/gaia/issues/770
417,769,2021-03-17 17:24:19+00:00,2021-03-19 16:33:45+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,0.0,Add security process condition,https://api.github.com/repos/cosmos/gaia/issues/769
418,768,2021-03-15 23:21:53+00:00,2021-03-16 10:58:31+00:00,0,[],0,MEMBER,7.0,Gentx doesn't work in 4.1.0,https://api.github.com/repos/cosmos/gaia/issues/768
419,767,2021-03-15 21:21:47+00:00,2022-02-15 07:37:34+00:00,0,[],0,MEMBER,3.0,gaiad doesn't work without explicitly setting a log level,https://api.github.com/repos/cosmos/gaia/issues/767
420,766,2021-03-15 15:34:25+00:00,2021-12-22 10:14:01+00:00,0,[],0,NONE,7.0,LedgerNano Error: User interaction is not allowed,https://api.github.com/repos/cosmos/gaia/issues/766
421,765,2021-03-13 22:37:12+00:00,2021-03-13 22:41:06+00:00,0,[],0,CONTRIBUTOR,0.0,Add Security process (bp #761),https://api.github.com/repos/cosmos/gaia/issues/765
422,764,2021-03-13 22:35:53+00:00,2021-03-13 22:41:28+00:00,0,[],0,CONTRIBUTOR,0.0,Update join-mainnet.md (bp #763),https://api.github.com/repos/cosmos/gaia/issues/764
423,763,2021-03-13 12:38:54+00:00,2021-03-13 22:35:02+00:00,0,"['automerge', 'backport/4.1.x']",0,MEMBER,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/763
424,762,2021-03-12 15:51:34+00:00,2021-03-13 22:32:22+00:00,0,['automerge'],0,CONTRIBUTOR,0.0,Lower limit for automerge,https://api.github.com/repos/cosmos/gaia/issues/762
425,761,2021-03-12 15:36:51+00:00,2021-03-12 16:26:45+00:00,0,"['automerge', 'backport/4.1.x']",0,CONTRIBUTOR,1.0,Add Security process,https://api.github.com/repos/cosmos/gaia/issues/761
426,760,2021-03-11 17:46:33+00:00,2021-12-22 10:17:23+00:00,0,['docs'],0,MEMBER,1.0,docs: add info about testnets,https://api.github.com/repos/cosmos/gaia/issues/760
427,759,2021-03-11 09:01:51+00:00,2021-03-19 15:16:20+00:00,0,[],0,NONE,1.0,Does Gaia currently have the function of a relayer?,https://api.github.com/repos/cosmos/gaia/issues/759
428,758,2021-03-11 05:43:11+00:00,2021-03-12 15:37:52+00:00,0,"['dependencies', 'go', 'automerge', 'backport/4.1.x']",0,CONTRIBUTOR,1.0,Bump github.com/cosmos/cosmos-sdk from 0.42.0 to 0.42.1,https://api.github.com/repos/cosmos/gaia/issues/758
429,757,2021-03-11 05:25:23+00:00,2021-03-12 15:50:00+00:00,0,[],0,CONTRIBUTOR,0.0,Enable non-determinism sim on rc branch,https://api.github.com/repos/cosmos/gaia/issues/757
430,756,2021-03-10 18:12:59+00:00,2021-03-11 02:06:37+00:00,0,[],0,CONTRIBUTOR,2.0,"cmd/gaiad: add multisign-batch command, remove dups (bp #747)",https://api.github.com/repos/cosmos/gaia/issues/756
